project_id,project_name,treatment,site,burn_name,burn_year,ecoregion_name_l2,latitude,longitude,accuracy_horizontal,elevation,accuracy_vertical,slope,aspect,moisture,stand_density,stand_basal_area,prop_black_spruce,stand_age,stand_origin,ag_biomass_prefire,ag_c_prefire,ag_biomass_combusted,ag_c_combusted,prefire_sol,mean_residual_org_layer_depth,burn_depth,prop_sol_combusted,residual_sol_c,bg_c_prefire,bg_c_combusted,prop_sol_c_combusted,total_c_pool_prefire,prop_prefire_bg_c,total_c_combusted,prop_total_bg_c_combusted,prop_total_prefire_c_combusted,dob,precipitation,temperature,relative_humidity,wind_speed,drought_code,drought_moisture_code,fine_fuel_moisture_code,initial_spread_index,buildup_index,fire_weather_index,daily_severity_rank
NWT_BCKE.sf.1,NWT_BCKE,burn,Jan-94,NA,1994,Taiga Plains,61.5271,-117.2279,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.2,NWT_BCKE,burn,Jan-94,1994,1994,Taiga Plains,61.5272,-117.2282,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.3,NWT_BCKE,burn,Jan-94,1994,1994,Taiga Plains,61.5273,-117.2284,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.4,NWT_BCKE,burn,Jan-94,1994,1994,Taiga Plains,61.527,-117.2288,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.5,NWT_BCKE,burn,Jan-94,1994,1994,Taiga Plains,61.5271,-117.229,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.6,NWT_BCKE,burn,Jan-94,1994,1994,Taiga Plains,61.5274,-117.229,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.10,NWT_BCKE,burn,Jan-96,1996,1996,Taiga Plains,60.6023,-116.2651,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,-9999,fire,0,0,0,0,-9999,40,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.7,NWT_BCKE,burn,Jan-96,NA,1996,Taiga Plains,60.6028,-116.2657,-9999,-9999,-9999,-9999,-9999,5,0,0,-9999,-9999,fire,0,0,0,0,-9999,74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.8,NWT_BCKE,burn,Jan-96,1996,1996,Taiga Plains,60.6026,-116.2655,-9999,-9999,-9999,-9999,-9999,5,0,0,-9999,-9999,fire,0,0,0,0,-9999,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.9,NWT_BCKE,burn,Jan-96,1996,1996,Taiga Plains,60.6025,-116.2652,-9999,-9999,-9999,-9999,-9999,5,0,0,-9999,-9999,fire,0,0,0,0,-9999,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NWT_BCKE.sf.11,NWT_BCKE,burn,08-Jan,NA,2008,Taiga Plains,60.5648,-114.4271,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,45,fire,0,0,0,0,-9999,167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,207.9,1.37E-03,23.22,35.51,7.2,287.86,53.3,91.23,7.35,72.87,21.688,6.3051
NWT_BCKE.sf.12,NWT_BCKE,burn,08-Jan,2008,2008,Taiga Plains,60.5672,-114.4267,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,45,fire,0,0,0,0,-9999,128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,207.9,1.37E-03,23.22,35.51,7.2,287.86,53.3,91.23,7.35,72.87,21.688,6.3051
NWT_BCKE.sf.13,NWT_BCKE,burn,08-Jan,2008,2008,Taiga Plains,60.565,-114.4265,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,45,fire,0,0,0,0,-9999,103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,207.9,1.37E-03,23.22,35.51,7.2,287.86,53.3,91.23,7.35,72.87,21.688,6.3051
NWT_BCKE.sf.14,NWT_BCKE,burn,08-Jan,2008,2008,Taiga Plains,60.5645,-114.4264,-9999,-9999,-9999,-9999,-9999,6,1,314.16,0,45,fire,0,0,0,0,-9999,130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,207.9,1.37E-03,23.22,35.51,7.2,287.86,53.3,91.23,7.35,72.87,21.688,6.3051
NWT_BCKE.sf.15,NWT_BCKE,burn,08-Jan,2008,2008,Taiga Plains,60.5646,-114.4261,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,45,fire,0,0,0,0,-9999,142,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,207.9,1.37E-03,23.22,35.51,7.2,287.86,53.3,91.23,7.35,72.87,21.688,6.3051
NWT_BCKE.sf.16,NWT_BCKE,burn,08-Jan,2008,2008,Taiga Plains,60.5647,-114.4258,-9999,-9999,-9999,-9999,-9999,6,0,0,-9999,45,fire,0,0,0,0,-9999,123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,207.9,1.37E-03,23.22,35.51,7.2,287.86,53.3,91.23,7.35,72.87,21.688,6.3051
AK_KT.sf.2,AK_KT,burn,AK_KT_AB1,Albert Creek (AC03),2003,Alaska Boreal Interior,65.5854,-144.7128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,27,13.3,13.7,0.507,-9999,-9999,3026.1,-9999,-9999,-9999,-9999,-9999,-9999,168.5,2.59E+00,15.66,67.08,8.44,55.59,11.07,58.41,0.56,14.78,0.424,0.006
AK_KT.sf.4,AK_KT,burn,AK_KT_BCM1,Bolgen Creek (BC04),2004,Alaska Boreal Interior,65.6029,-144.5912,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,22,16.8,5.2,0.236,-9999,-9999,1110.6,-9999,-9999,-9999,-9999,-9999,-9999,221.9,5.20E-02,21.71,53.79,9.78,375.99,16.33,87.56,4.95,29.46,9.761,1.5346
AK_KT.sf.5,AK_KT,burn,AK_KT_BCM2,Bolgen Creek (BC04),2004,Boreal Cordillera,65.525,-145.2483,-9999,304,-9999,0,-9999,-9999,-9999,12.27,-9999,105,unknown,-9999,-9999,-9999,-9999,25.5,9.5,16,0.627,-9999,-9999,2901.5,-9999,-9999,-9999,-9999,-9999,-9999,236.8,1.40E-03,17.21,67.6,8.76,451.43,32.23,84.98,3.27,54.7,9.904,1.5745
AK_KT.sf.6,AK_KT,burn,AK_KT_BCM5,Bolgen Creek (BC04),2004,Alaska Boreal Interior,65.5918,-144.6651,-9999,696,-9999,18,180,-9999,-9999,13,-9999,79,unknown,-9999,-9999,-9999,-9999,21.7,0,21.7,1,-9999,-9999,5822.4,-9999,-9999,-9999,-9999,-9999,-9999,222.9,1.75E-01,22.72,52.66,4.67,383.08,18.65,87.61,3.85,33.26,8.452,1.1892
AK_KT.sf.3,AK_KT,burn,AK_KT_BHB,Black Hills (BH03),2003,Alaska Boreal Interior,62.6914,-141.5316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,18.4,4.4,14,0.761,-9999,-9999,3120.8,-9999,-9999,-9999,-9999,-9999,-9999,221.1,5.06E-06,19.52,34.28,1.49,146.04,13.71,88.79,3.88,22.21,6.698,0.788
AK_KT.sf.7,AK_KT,burn,AK_KT_BYM01,Boundary (BY04),2004,Boreal Cordillera,65.1203,-147.432,-9999,499,-9999,5,0,-9999,-9999,11.18,-9999,81,unknown,-9999,-9999,-9999,-9999,28.9,9.1,19.8,0.685,-9999,-9999,4643.9,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.8,AK_KT,burn,AK_KT_BYM02,Boundary (BY04),2004,Boreal Cordillera,65.1164,-147.4276,-9999,497,-9999,5,60,-9999,-9999,5.71,-9999,85,unknown,-9999,-9999,-9999,-9999,28.9,4.6,24.3,0.841,-9999,-9999,5919.4,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.9,AK_KT,burn,AK_KT_BYM03,Boundary (BY04),2004,Boreal Cordillera,65.1182,-147.4286,-9999,498,-9999,5,105,-9999,-9999,8.86,-9999,88,unknown,-9999,-9999,-9999,-9999,29,7.5,21.5,0.741,-9999,-9999,5120,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.10,AK_KT,burn,AK_KT_BYM04,Boundary (BY04),2004,Boreal Cordillera,65.1225,-147.4317,-9999,465,-9999,10,0,-9999,-9999,7.97,-9999,173,unknown,-9999,-9999,-9999,-9999,41.2,12.9,28.3,0.687,-9999,-9999,7090.9,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.11,AK_KT,burn,AK_KT_BYM05,Boundary (BY04),2004,Boreal Cordillera,65.1236,-147.4329,-9999,421,-9999,17,0,-9999,-9999,4.44,-9999,197,unknown,-9999,-9999,-9999,-9999,36.4,21.4,15,0.412,-9999,-9999,2636,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.12,AK_KT,burn,AK_KT_BYM07,Boundary (BY04),2004,Boreal Cordillera,65.3529,-146.1903,-9999,650,-9999,17,180,-9999,-9999,14.56,-9999,69,unknown,-9999,-9999,-9999,-9999,28.3,3.4,24.9,0.88,-9999,-9999,10075.7,-9999,-9999,-9999,-9999,-9999,-9999,195.5,3.25E-01,19.22,71.22,17.23,298.86,18.43,82.91,3.8,31.94,8.163,1.1182
AK_KT.sf.13,AK_KT,burn,AK_KT_BYM08,Boundary (BY04),2004,Boreal Cordillera,65.3345,-146.7849,-9999,662,-9999,7,180,-9999,-9999,13.6,-9999,180,unknown,-9999,-9999,-9999,-9999,40.5,14,26.5,0.654,-9999,-9999,6144.2,-9999,-9999,-9999,-9999,-9999,-9999,178.9,3.74E-01,17.55,67.51,13.18,216.81,25.97,83.93,3.54,39.97,8.777,1.2714
AK_KT.sf.15,AK_KT,burn,AK_KT_BYM12,Boundary (BY04),2004,Boreal Cordillera,65.34,-146.72,-9999,687,-9999,10,30,-9999,-9999,14.9,-9999,174,unknown,-9999,-9999,-9999,-9999,34.4,20.9,13.5,0.392,-9999,-9999,4255.4,-9999,-9999,-9999,-9999,-9999,-9999,176.5,4.01E-01,21.62,64.44,12.91,203.18,22.48,81.98,2.72,35.22,6.405,0.7279
AK_KT.sf.16,AK_KT,burn,AK_KT_BYM13,Boundary (BY04),2004,Boreal Cordillera,65.3392,-146.7006,-9999,715.5,-9999,11,15,-9999,-9999,8.39,-9999,186,unknown,-9999,-9999,-9999,-9999,31.2,18,13.2,0.423,-9999,-9999,4122.8,-9999,-9999,-9999,-9999,-9999,-9999,176.5,4.01E-01,21.62,64.44,12.91,203.18,22.48,81.98,2.72,35.22,6.405,0.7279
AK_KT.sf.17,AK_KT,burn,AK_KT_BYM14,Boundary (BY04),2004,Boreal Cordillera,65.3465,-146.6686,-9999,715.5,-9999,11,15,-9999,-9999,8.39,-9999,186,unknown,-9999,-9999,-9999,-9999,25.1,12.5,12.6,0.502,-9999,-9999,3861.4,-9999,-9999,-9999,-9999,-9999,-9999,179.5,1.94E-04,19.56,59.62,16.8,223.74,28.17,85.27,5.1,42.85,12.362,2.3313
AK_KT.sf.18,AK_KT,burn,AK_KT_BYM15/37,Boundary (BY04),2004,Boreal Cordillera,65.3435,-146.6804,-9999,727.5,-9999,11.5,355,-9999,-9999,10.42,-9999,62,unknown,-9999,-9999,-9999,-9999,24.5,8.4,16.1,0.657,-9999,-9999,5453,-9999,-9999,-9999,-9999,-9999,-9999,179.5,1.94E-04,19.56,59.62,16.8,223.74,28.17,85.27,5.1,42.85,12.362,2.3313
AK_KT.sf.19,AK_KT,burn,AK_KT_BYM17,Boundary (BY04),2004,Boreal Cordillera,65.1163,-147.4247,-9999,480,-9999,5,50,-9999,-9999,12.76,-9999,136,unknown,-9999,-9999,-9999,-9999,28.8,0.9,27.9,0.969,-9999,-9999,6972.3,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.20,AK_KT,burn,AK_KT_BYM18,Boundary (BY04),2004,Boreal Cordillera,65.1197,-147.4258,-9999,484,-9999,7,60,-9999,-9999,16.64,-9999,88,unknown,-9999,-9999,-9999,-9999,31.2,4.7,26.5,0.849,-9999,-9999,6559.6,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.21,AK_KT,burn,AK_KT_BYM25,Boundary (BY04),2004,Boreal Cordillera,65.2208,-147.1317,-9999,275,-9999,0,-9999,-9999,-9999,3.46,-9999,69,unknown,-9999,-9999,-9999,-9999,27.6,19.7,7.9,0.286,-9999,-9999,2001.2,-9999,-9999,-9999,-9999,-9999,-9999,181.9,2.71E-10,23.14,55.66,15.03,254.15,52.6,86.88,5.85,69.32,17.885,4.4822
AK_KT.sf.22,AK_KT,burn,AK_KT_BYM26,Boundary (BY04),2004,Boreal Cordillera,65.2337,-147.1313,-9999,279,-9999,1,-9999,-9999,-9999,5.82,-9999,156,unknown,-9999,-9999,-9999,-9999,42.4,14.1,28.3,0.667,-9999,-9999,6774.9,-9999,-9999,-9999,-9999,-9999,-9999,181.9,2.71E-10,23.14,55.66,15.03,254.15,52.6,86.88,5.85,69.32,17.885,4.4822
AK_KT.sf.23,AK_KT,burn,AK_KT_BYM27,Boundary (BY04),2004,Boreal Cordillera,65.1416,-147.4093,-9999,231,-9999,0,-9999,-9999,-9999,4.56,-9999,156,unknown,-9999,-9999,-9999,-9999,36.5,27.6,8.9,0.244,-9999,-9999,2366.8,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.24,AK_KT,burn,AK_KT_BYM28,Boundary (BY04),2004,Boreal Cordillera,65.1432,-147.4128,-9999,220,-9999,0,-9999,-9999,-9999,9.34,-9999,89,unknown,-9999,-9999,-9999,-9999,27.1,14.5,12.6,0.465,-9999,-9999,3861.4,-9999,-9999,-9999,-9999,-9999,-9999,183.1,2.73E-03,21.91,65,15.29,269.21,56.82,86.75,5.82,74.39,18.514,4.7647
AK_KT.sf.25,AK_KT,burn,AK_KT_BYM29/30,Boundary (BY04),2004,Boreal Cordillera,65.351,-146.6712,-9999,713,-9999,9.33,183.3,-9999,-9999,4,-9999,-9999,unknown,-9999,-9999,-9999,-9999,26.2,6,20.2,0.771,-9999,-9999,4103.5,-9999,-9999,-9999,-9999,-9999,-9999,179.5,1.94E-04,19.56,59.62,16.8,223.74,28.17,85.27,5.1,42.85,12.362,2.3313
AK_KT.sf.26,AK_KT,burn,AK_KT_BYM31/36,Boundary (BY04),2004,Boreal Cordillera,65.3358,-146.7543,-9999,646,-9999,2.5,190,-9999,-9999,12,-9999,82.25,unknown,-9999,-9999,-9999,-9999,29.6,15.8,13.8,0.466,-9999,-9999,4389.1,-9999,-9999,-9999,-9999,-9999,-9999,178.5,3.74E-01,17.55,67.51,13.18,216.81,25.97,83.93,3.54,39.97,8.777,1.2714
AK_KT.sf.27,AK_KT,burn,AK_KT_BYM32,Boundary (BY04),2004,Boreal Cordillera,65.337,-146.7845,-9999,710,-9999,9.5,180,-9999,-9999,17.59,-9999,76,unknown,-9999,-9999,-9999,-9999,22.7,11.3,11.4,0.502,-9999,-9999,1752.7,-9999,-9999,-9999,-9999,-9999,-9999,178.9,3.74E-01,17.55,67.51,13.18,216.81,25.97,83.93,3.54,39.97,8.777,1.2714
AK_KT.sf.28,AK_KT,burn,AK_KT_BYM33,Boundary (BY04),2004,Alaska Boreal Interior,66.3354,-146.7553,-9999,713,-9999,9.33,183.3,-9999,-9999,4,-9999,-9999,unknown,-9999,-9999,-9999,-9999,25.9,2.7,23.2,0.896,-9999,-9999,6403.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.29,AK_KT,burn,AK_KT_BYM34,Boundary (BY04),2004,Boreal Cordillera,65.3303,-146.7114,-9999,702,-9999,6,270,-9999,-9999,4.53,-9999,-9999,unknown,-9999,-9999,-9999,-9999,28.7,10.7,18,0.627,-9999,-9999,4462.5,-9999,-9999,-9999,-9999,-9999,-9999,176.5,4.01E-01,21.62,64.44,12.91,203.18,22.48,81.98,2.72,35.22,6.405,0.7279
AK_KT.sf.30,AK_KT,burn,AK_KT_BYM35,Boundary (BY04),2004,Boreal Cordillera,65.3413,-146.7333,-9999,710,-9999,9.5,180,-9999,-9999,17.59,-9999,76,unknown,-9999,-9999,-9999,-9999,29.3,9.4,19.9,0.679,-9999,-9999,3965.8,-9999,-9999,-9999,-9999,-9999,-9999,181.5,1.76E-11,20.75,56.64,17.43,238.03,32.84,86.18,5.98,48.84,15.037,3.2971
AK_KT.sf.31,AK_KT,burn,AK_KT_BYM38,Boundary (BY04),2004,Boreal Cordillera,63.4772,-142.45,-9999,684,-9999,0,-9999,-9999,-9999,21.05,1,171,unknown,-9999,-9999,-9999,-9999,33.2,18.7,14.5,0.437,-9999,-9999,2506.4,-9999,-9999,-9999,-9999,-9999,-9999,176.9,7.08E-02,25,47.11,7.35,203.93,36.92,86,3.51,50.84,10.053,1.6166
AK_KT.sf.32,AK_KT,burn,AK_KT_BYM50,Boundary (BY04),2004,Boreal Cordillera,65.1532,-147.4724,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,28.6,9,19.6,0.685,-9999,-9999,5037.4,-9999,-9999,-9999,-9999,-9999,-9999,201.9,4.38E-01,22.66,48.5,0.92,373.21,28.59,80.78,1.3,47.98,3.73,0.2796
AK_KT.sf.33,AK_KT,burn,AK_KT_BYM51,Boundary (BY04),2004,Boreal Cordillera,65.154,-147.4761,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,29.5,7.8,21.7,0.736,-9999,-9999,8301.6,-9999,-9999,-9999,-9999,-9999,-9999,201.9,4.38E-01,22.66,48.5,0.92,373.21,28.59,80.78,1.3,47.98,3.73,0.2796
AK_KT.sf.14,AK_KT,burn,AK_KT_BYM9/10,Boundary (BY04),2004,Boreal Cordillera,65.3403,-146.7283,-9999,680.5,-9999,8,160,-9999,-9999,12.54,-9999,169.75,unknown,-9999,-9999,-9999,-9999,38.7,13,25.7,0.664,-9999,-9999,10534.5,-9999,-9999,-9999,-9999,-9999,-9999,181.5,1.76E-11,20.75,56.64,17.43,238.03,32.84,86.18,5.98,48.84,15.037,3.2971
AK_KT.sf.36,AK_KT,burn,AK_KT_C4B,Chicken (CN04),2004,Alaska Boreal Interior,64.7629,-147.2189,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,unknown,-9999,-9999,-9999,-9999,21.4,13.7,7.7,0.36,-9999,-9999,1332.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.37,AK_KT,burn,AK_KT_C5B,Chicken (CN04),2004,Boreal Cordillera,63.9993,-142.1161,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.985,-9999,unknown,-9999,-9999,-9999,-9999,18.2,8.9,9.3,0.511,-9999,-9999,1743.7,-9999,-9999,-9999,-9999,-9999,-9999,171.5,3.17E-05,22.03,54.81,6.68,147.81,21.06,86.04,3.41,31.05,7.28,0.9133
AK_KT.sf.38,AK_KT,burn,AK_KT_C6B,Chicken (CN04),2004,Boreal Cordillera,63.9999,-142.1159,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.819,-9999,unknown,-9999,-9999,-9999,-9999,19.3,8,11.3,0.585,-9999,-9999,2300.7,-9999,-9999,-9999,-9999,-9999,-9999,171.5,3.17E-05,22.03,54.81,6.68,147.81,21.06,86.04,3.41,31.05,7.28,0.9133
AK_KT.sf.34,AK_KT,burn,AK_KT_CCM01,Chapman Creek (CC05),2005,Alaska Boreal Interior,67.0571,-150.3511,-9999,459,-9999,4,270,-9999,-9999,8.43,-9999,80,unknown,-9999,-9999,-9999,-9999,35.8,15.4,20.4,0.57,-9999,-9999,4164.1,-9999,-9999,-9999,-9999,-9999,-9999,171.5,1.74E-03,15.98,54.14,8.24,140.96,19.12,74.22,1.11,28.55,1.879,0.0831
AK_KT.sf.35,AK_KT,burn,AK_KT_CLB,Chena Lakes (CL03)*,2003,Alaska Boreal Interior,64.45,-147.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,27.5,17.4,10.1,0.367,-9999,-9999,1961,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.1,AK_KT,burn,AK_KT_CR03B1,Albert Creek (AC03),2003,Alaska Boreal Interior,65.5884,-144.715,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,19,14.5,4.5,0.237,-9999,-9999,620.6,-9999,-9999,-9999,-9999,-9999,-9999,168.5,2.59E+00,15.66,67.08,8.44,55.59,11.07,58.41,0.56,14.78,0.424,0.006
AK_KT.sf.59,AK_KT,burn,AK_KT_DC93B1,Dry Creek (DC93),1993,Alaska Boreal Interior,63.6927,-144.5897,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.708,-9999,unknown,-9999,-9999,-9999,-9999,22.5,10.7,11.8,0.524,-9999,-9999,2446.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.39,AK_KT,burn,AK_KT_DCM10/31,Dall City (DC04),2004,Alaska Boreal Interior,66.1638,-150.2032,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,unknown,-9999,-9999,-9999,-9999,22.1,0.4,21.7,0.982,-9999,-9999,8301.6,-9999,-9999,-9999,-9999,-9999,-9999,235.5,5.06E-07,17.32,55.95,15.32,476.26,23.11,85.75,5.06,41.22,12.012,2.2155
AK_KT.sf.40,AK_KT,burn,AK_KT_DCM11/22,Dall City (DC04),2004,Alaska Boreal Interior,66.1617,-150.1905,-9999,278.5,-9999,0,-9999,-9999,-9999,23.07,-9999,93,unknown,-9999,-9999,-9999,-9999,19.7,2.6,17.1,0.868,-9999,-9999,5935.9,-9999,-9999,-9999,-9999,-9999,-9999,233.9,3.75E-02,20.67,65.74,17.36,463.96,19.9,84.9,4.99,35.95,10.997,1.8949
AK_KT.sf.41,AK_KT,burn,AK_KT_DCM13,Dall City (DC04),2004,Alaska Boreal Interior,66.2178,-150.184,-9999,350,-9999,1,-9999,-9999,-9999,24.81,-9999,119,unknown,-9999,-9999,-9999,-9999,36.8,10.8,26,0.707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AK_KT.sf.42,AK_KT,burn,AK_KT_DCM14/23/24,Dall City (DC04),2004,Alaska Boreal Interior,66.1403,-150.1717,-9999,256,-9999,0,-9999,-9999,-9999,25.51,-9999,95,unknown,-9999,-9999,-9999,-9999,19.2,6.7,12.5,0.651,-9999,-9999,2656,-9999,-9999,-9999,-9999,-9999,-9999,234.1,2.19E-02,17.62,60.41,12.58,470.14,21.43,85.15,4.06,38.48,9.63,1.4984
AK_KT.sf.43,AK_KT,burn,AK_KT_DCM15,Dall City (DC04),2004,Alaska Boreal Interior,66.1535,-150.1829,-9999,275,-9999,1,-9999,-9999,-9999,15.73,-9999,119,unknown,-9999,-9999,-9999,-9999,25.1,9.6,15.5,0.618,-9999,-9999,3607.2,-9999,-9999,-9999,-9999,-9999,-9999,233.9,3.75E-02,20.67,65.74,17.36,463.96,19.9,84.9,4.99,35.95,10.997,1.8949
AK_KT.sf.44,AK_KT,burn,AK_KT_DCM17,Dall City (DC04),2004,Boreal Cordillera,66.313,-150.3941,-9999,551,-9999,2,200,-9999,-9999,10.55,-9999,74,unknown,-9999,-9999,-9999,-9999,32.5,16,16.5,0.508,-9999,-9999,3037.4,-9999,-9999,-9999,-9999,-9999,-9999,233.9,2.09E-02,19.09,73.81,21.8,337.23,8.79,82.84,4.75,16.5,6.79,0.8073
AK_KT.sf.45,AK_KT,burn,AK_KT_DCM19,Dall City (DC04),2004,Alaska Boreal Interior,66.1043,-150.157,-9999,224,-9999,0,-9999,-9999,-9999,10.48,-9999,87,unknown,-9999,-9999,-9999,-9999,27.8,15.2,12.6,0.453,-9999,-9999,2718.1,-9999,-9999,-9999,-9999,-9999,-9999,238.9,1.04E-03,8.3,57.24,18.52,491.77,26.53,84.58,5.06,46.76,12.895,2.512
